Event_ID,Appeal_ID,Event_Timestamp,Process_Stage,Event_Type,Team_ID,User_Role,Delay_Reason,Event_Sequence
EVT-0032367,APL-2026-003653,2026-05-04 11:22:00,Closure,Case Closed,TM-07,Reporting Analyst,,8
EVT-0032368,APL-2026-003654,2026-07-24 14:30:00,Intake,Appeal Received,TM-04,Intake Specialist,,1
EVT-0032369,APL-2026-003654,2026-07-27 10:52:00,Intake,Intake Logged,TM-04,Intake Specialist,,2
EVT-0032370,APL-2026-003654,2026-07-27 09:45:00,Validation,Validation Completed,TM-04,Intake Specialist,,3
EVT-0032371,APL-2026-003654,2026-07-27 11:38:00,Classification,Type Assigned,TM-04,Intake Supervisor,,4
EVT-0032372,APL-2026-003654,2026-07-27 15:52:00,Routing,Routed to Team,TM-04,Intake Supervisor,,5
EVT-0032373,APL-2026-003654,2026-07-29 08:52:00,Review,Review Started,TM-04,Reviewer,,6
EVT-0032374,APL-2026-003654,2026-07-31 17:30:00,Review,Rework Started,TM-04,Reviewer,RC-01,7
EVT-0032375,APL-2026-003654,2026-08-11 15:30:00,Decision,Decision: Upheld,TM-04,Reviewer,,8
EVT-0032376,APL-2026-003654,2026-08-12 15:15:00,Closure,Case Closed,TM-04,Reporting Analyst,,9
EVT-0032377,APL-2026-003655,2026-09-24 13:07:00,Intake,Appeal Received,TM-05,Intake Specialist,,1
EVT-0032378,APL-2026-003655,2026-09-25 12:38:00,Intake,Intake Logged,TM-05,Intake Specialist,,2
EVT-0032379,APL-2026-003655,2026-09-25 14:38:00,Validation,Validation Failed,TM-05,Intake Specialist,RC-02,3
EVT-0032380,APL-2026-003655,2026-09-25 10:07:00,Classification,Type Assigned,TM-05,Intake Supervisor,,4
EVT-0032381,APL-2026-003655,2026-09-29 12:45:00,Routing,Routed to Team,TM-05,Intake Supervisor,,5
EVT-0032382,APL-2026-003655,2026-09-29 17:30:00,Routing,Routing Error Identified,TM-05,Intake Supervisor,RC-04,6
EVT-0032383,APL-2026-003655,2026-09-30 12:15:00,Routing,Case Reassigned,TM-08,Intake Supervisor,RC-04,7
EVT-0032384,APL-2026-003655,2026-09-30 08:00:00,Review,Review Started,TM-08,Reviewer,,8
EVT-0032385,APL-2026-003656,2026-09-30 12:30:00,Intake,Appeal Received,TM-02,Intake Specialist,,1
EVT-0032386,APL-2026-003657,2026-07-23 16:30:00,Intake,Appeal Received,TM-05,Intake Specialist,,1
EVT-0032387,APL-2026-003657,2026-07-23 10:15:00,Intake,Intake Logged,TM-05,Intake Specialist,,2
EVT-0032388,APL-2026-003657,2026-07-23 08:22:00,Validation,Validation Completed,TM-05,Intake Specialist,,3
EVT-0032389,APL-2026-003657,2026-07-23 12:52:00,Classification,Type Assigned,TM-05,Intake Supervisor,,4
EVT-0032390,APL-2026-003657,2026-07-24 16:07:00,Routing,Routed to Team,TM-05,Intake Supervisor,,5
EVT-0032391,APL-2026-003657,2026-07-24 11:22:00,Review,Review Started,TM-05,Reviewer,,6
EVT-0032392,APL-2026-003657,2026-07-27 17:15:00,Decision,Decision: Upheld,TM-05,Reviewer,,7
EVT-0032393,APL-2026-003657,2026-07-27 08:45:00,Closure,Case Closed,TM-05,Reporting Analyst,,8
EVT-0032394,APL-2026-003658,2026-04-29 09:45:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0032395,APL-2026-003658,2026-04-30 08:45:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0032396,APL-2026-003658,2026-04-30 15:07:00,Validation,Validation Failed,TM-01,Intake Specialist,RC-02,3
EVT-0032397,APL-2026-003658,2026-04-30 13:30:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0032398,APL-2026-003658,2026-05-06 15:00:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0032399,APL-2026-003658,2026-05-07 16:38:00,Review,Review Started,TM-01,Reviewer,,6
EVT-0032400,APL-2026-003658,2026-05-08 08:30:00,Information Request,Information Requested,TM-01,Reviewer,RC-05,7
EVT-0032401,APL-2026-003658,2026-05-11 13:45:00,Review,Rework Started,TM-01,Reviewer,RC-01,8
EVT-0032402,APL-2026-003658,2026-05-19 16:00:00,Escalation,Escalated,TM-06,Clinical Review Lead,RC-14,9
EVT-0032403,APL-2026-003658,2026-05-20 09:15:00,Information Request,Information Received,TM-01,Reviewer,RC-05,10
EVT-0032404,APL-2026-003658,2026-06-05 09:45:00,Decision,Decision: Partially Overturned,TM-01,Reviewer,,11
EVT-0032405,APL-2026-003658,2026-06-09 08:45:00,Closure,Case Closed,TM-01,Reporting Analyst,,12
EVT-0032406,APL-2026-003659,2026-03-11 11:30:00,Intake,Appeal Received,TM-04,Intake Specialist,,1
EVT-0032407,APL-2026-003659,2026-03-11 14:22:00,Intake,Intake Logged,TM-04,Intake Specialist,,2
EVT-0032408,APL-2026-003659,2026-03-11 10:30:00,Validation,Validation Completed,TM-04,Intake Specialist,,3
EVT-0032409,APL-2026-003659,2026-03-11 10:30:00,Classification,Type Assigned,TM-04,Intake Supervisor,,4
EVT-0032410,APL-2026-003659,2026-03-12 16:30:00,Routing,Routed to Team,TM-04,Intake Supervisor,,5
EVT-0032411,APL-2026-003659,2026-03-13 10:07:00,Review,Review Started,TM-04,Reviewer,,6
EVT-0032412,APL-2026-003659,2026-03-26 11:15:00,Decision,Decision: Upheld,TM-04,Reviewer,,7
EVT-0032413,APL-2026-003659,2026-03-27 13:15:00,Closure,Case Closed,TM-04,Reporting Analyst,,8
EVT-0032414,APL-2026-003660,2026-06-10 17:22:00,Intake,Appeal Received,TM-04,Intake Specialist,,1
EVT-0032415,APL-2026-003660,2026-06-10 09:00:00,Intake,Intake Logged,TM-04,Intake Specialist,,2
EVT-0032416,APL-2026-003660,2026-06-10 17:22:00,Validation,Validation Failed,TM-04,Intake Specialist,RC-02,3
EVT-0032417,APL-2026-003660,2026-06-10 11:00:00,Classification,Type Assigned,TM-04,Intake Supervisor,,4
EVT-0032418,APL-2026-003660,2026-06-10 11:30:00,Routing,Routed to Team,TM-04,Intake Supervisor,,5
EVT-0032419,APL-2026-003660,2026-06-11 09:07:00,Review,Review Started,TM-04,Reviewer,,6
EVT-0032420,APL-2026-003660,2026-06-12 10:38:00,Information Request,Information Requested,TM-04,Reviewer,RC-05,7
EVT-0032421,APL-2026-003660,2026-07-13 10:07:00,Information Request,Information Received,TM-04,Reviewer,RC-05,8
EVT-0032422,APL-2026-003660,2026-07-17 10:15:00,Decision,Decision: Overturned,TM-04,Reviewer,,9
EVT-0032423,APL-2026-003660,2026-07-21 10:07:00,Closure,Case Closed,TM-04,Reporting Analyst,,10
EVT-0032424,APL-2026-003661,2026-05-17 14:38:00,Intake,Appeal Received,TM-05,Intake Specialist,,1
EVT-0032425,APL-2026-003661,2026-05-19 12:15:00,Intake,Intake Logged,TM-05,Intake Specialist,,2
EVT-0032426,APL-2026-003661,2026-05-19 11:45:00,Validation,Validation Completed,TM-05,Intake Specialist,,3
EVT-0032427,APL-2026-003661,2026-05-19 15:38:00,Classification,Type Assigned,TM-05,Intake Supervisor,,4
EVT-0032428,APL-2026-003661,2026-05-20 09:52:00,Routing,Routed to Team,TM-05,Intake Supervisor,,5
EVT-0032429,APL-2026-003661,2026-05-22 12:30:00,Review,Review Started,TM-05,Reviewer,,6
EVT-0032430,APL-2026-003661,2026-05-27 11:07:00,Decision,Decision: Overturned,TM-05,Reviewer,,7
EVT-0032431,APL-2026-003661,2026-05-27 15:00:00,Closure,Case Closed,TM-05,Reporting Analyst,,8
EVT-0032432,APL-2026-003662,2026-01-23 14:07:00,Intake,Appeal Received,TM-07,Intake Specialist,,1
EVT-0032433,APL-2026-003662,2026-01-23 13:30:00,Intake,Intake Logged,TM-07,Intake Specialist,,2
EVT-0032434,APL-2026-003662,2026-01-23 15:15:00,Validation,Validation Completed,TM-07,Intake Specialist,,3
EVT-0032435,APL-2026-003662,2026-01-23 10:30:00,Classification,Type Assigned,TM-07,Intake Supervisor,,4
EVT-0032436,APL-2026-003662,2026-01-29 16:30:00,Routing,Routed to Team,TM-07,Intake Supervisor,,5
EVT-0032437,APL-2026-003662,2026-01-29 15:45:00,Review,Review Started,TM-07,Reviewer,,6
EVT-0032438,APL-2026-003662,2026-02-16 11:52:00,Decision,Decision: Partially Overturned,TM-07,Reviewer,,7
EVT-0032439,APL-2026-003662,2026-02-18 16:07:00,Closure,Case Closed,TM-07,Reporting Analyst,,8
EVT-0032440,APL-2026-003663,2026-01-14 16:38:00,Intake,Appeal Received,TM-03,Intake Specialist,,1
EVT-0032441,APL-2026-003663,2026-01-14 16:00:00,Intake,Intake Logged,TM-03,Intake Specialist,,2
EVT-0032442,APL-2026-003663,2026-01-14 11:30:00,Validation,Validation Completed,TM-03,Intake Specialist,,3
EVT-0032443,APL-2026-003663,2026-01-14 08:30:00,Classification,Type Assigned,TM-03,Intake Supervisor,,4
EVT-0032444,APL-2026-003663,2026-01-16 16:45:00,Routing,Routed to Team,TM-03,Intake Supervisor,,5
EVT-0032445,APL-2026-003663,2026-01-16 10:45:00,Review,Review Started,TM-07,Reviewer,,6
EVT-0032446,APL-2026-003663,2026-01-19 14:22:00,Routing,Case Reassigned,TM-07,Intake Supervisor,RC-04,7
EVT-0032447,APL-2026-003663,2026-01-26 17:15:00,Decision,Decision: Upheld,TM-07,Reviewer,,8
EVT-0032448,APL-2026-003663,2026-01-28 11:07:00,Closure,Case Closed,TM-07,Reporting Analyst,,9
EVT-0032449,APL-2026-003664,2026-08-11 16:30:00,Intake,Appeal Received,TM-02,Intake Specialist,,1
EVT-0032450,APL-2026-003664,2026-08-11 13:07:00,Intake,Intake Logged,TM-02,Intake Specialist,,2
EVT-0032451,APL-2026-003664,2026-08-11 17:30:00,Validation,Validation Completed,TM-02,Intake Specialist,,3
EVT-0032452,APL-2026-003664,2026-08-11 14:30:00,Classification,Type Assigned,TM-02,Intake Supervisor,,4
EVT-0032453,APL-2026-003664,2026-08-13 15:38:00,Routing,Routed to Team,TM-02,Intake Supervisor,,5
EVT-0032454,APL-2026-003664,2026-08-14 09:15:00,Review,Review Started,TM-02,Reviewer,,6
EVT-0032455,APL-2026-003664,2026-08-17 08:38:00,Decision,Decision: Overturned,TM-02,Reviewer,,7
EVT-0032456,APL-2026-003664,2026-08-24 09:15:00,Closure,Case Closed,TM-02,Reporting Analyst,,8
EVT-0032457,APL-2026-003665,2026-01-26 16:07:00,Intake,Appeal Received,TM-03,Intake Specialist,,1
EVT-0032458,APL-2026-003665,2026-01-28 13:15:00,Intake,Intake Logged,TM-03,Intake Specialist,,2
EVT-0032459,APL-2026-003665,2026-01-28 08:30:00,Validation,Validation Completed,TM-03,Intake Specialist,,3
EVT-0032460,APL-2026-003665,2026-01-28 11:15:00,Classification,Type Assigned,TM-03,Intake Supervisor,,4
EVT-0032461,APL-2026-003665,2026-01-28 17:22:00,Routing,Routed to Team,TM-03,Intake Supervisor,,5
EVT-0032462,APL-2026-003665,2026-01-30 10:38:00,Review,Review Started,TM-03,Reviewer,,6
EVT-0032463,APL-2026-003665,2026-02-04 13:07:00,Decision,Decision: Overturned,TM-03,Reviewer,,7
EVT-0032464,APL-2026-003665,2026-02-05 16:00:00,Closure,Case Closed,TM-03,Reporting Analyst,,8
EVT-0032465,APL-2026-003666,2026-07-27 15:45:00,Intake,Appeal Received,TM-02,Intake Specialist,,1
EVT-0032466,APL-2026-003666,2026-07-27 13:07:00,Intake,Intake Logged,TM-02,Intake Specialist,,2
EVT-0032467,APL-2026-003666,2026-07-27 13:22:00,Validation,Validation Failed,TM-02,Intake Specialist,RC-02,3
EVT-0032468,APL-2026-003666,2026-07-27 14:52:00,Classification,Type Assigned,TM-02,Intake Supervisor,,4
EVT-0032469,APL-2026-003666,2026-07-27 14:15:00,Routing,Routed to Team,TM-02,Intake Supervisor,,5
EVT-0032470,APL-2026-003666,2026-07-28 14:30:00,Review,Review Started,TM-02,Reviewer,,6
EVT-0032471,APL-2026-003666,2026-07-29 13:15:00,Information Request,Information Requested,TM-02,Reviewer,RC-05,7
EVT-0032472,APL-2026-003666,2026-08-13 13:52:00,Information Request,Information Received,TM-02,Reviewer,RC-05,8
EVT-0032473,APL-2026-003666,2026-08-17 10:30:00,Decision,Decision: Upheld,TM-02,Reviewer,,9
EVT-0032474,APL-2026-003666,2026-08-17 17:38:00,Closure,Case Closed,TM-02,Reporting Analyst,,10
EVT-0032475,APL-2026-003667,2026-09-03 12:52:00,Intake,Appeal Received,TM-04,Intake Specialist,,1
EVT-0032476,APL-2026-003667,2026-09-07 12:52:00,Intake,Intake Logged,TM-04,Intake Specialist,,2
EVT-0032477,APL-2026-003667,2026-09-07 16:07:00,Validation,Validation Completed,TM-04,Intake Specialist,,3
EVT-0032478,APL-2026-003667,2026-09-07 16:00:00,Classification,Type Assigned,TM-04,Intake Supervisor,,4
EVT-0032479,APL-2026-003667,2026-09-09 15:00:00,Routing,Routed to Team,TM-04,Intake Supervisor,,5
EVT-0032480,APL-2026-003667,2026-09-09 16:07:00,Review,Review Started,TM-04,Reviewer,,6
EVT-0032481,APL-2026-003667,2026-09-11 10:22:00,Review,Rework Started,TM-04,Reviewer,RC-01,7
EVT-0032482,APL-2026-003667,2026-09-16 11:07:00,Decision,Decision: Partially Overturned,TM-04,Reviewer,,8
EVT-0032483,APL-2026-003667,2026-09-16 14:07:00,Closure,Case Closed,TM-04,Reporting Analyst,,9
EVT-0032484,APL-2026-003668,2026-03-09 13:30:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0032485,APL-2026-003668,2026-03-10 16:52:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0032486,APL-2026-003668,2026-03-10 09:00:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0032487,APL-2026-003668,2026-03-10 11:07:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0032488,APL-2026-003668,2026-03-16 08:00:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0032489,APL-2026-003668,2026-03-16 10:38:00,Routing,Routing Error Identified,TM-01,Intake Supervisor,RC-04,6
EVT-0032490,APL-2026-003668,2026-03-16 16:52:00,Review,Review Started,TM-05,Reviewer,,7
EVT-0032491,APL-2026-003668,2026-03-17 08:45:00,Routing,Case Reassigned,TM-05,Intake Supervisor,RC-04,8
EVT-0032492,APL-2026-003668,2026-03-18 14:15:00,Routing,Case Reassigned,TM-05,Intake Supervisor,RC-04,9
EVT-0032493,APL-2026-003668,2026-03-23 16:45:00,Decision,Decision: Upheld,TM-05,Reviewer,,10
EVT-0032494,APL-2026-003668,2026-03-25 14:07:00,Closure,Case Closed,TM-05,Reporting Analyst,,11
EVT-0032495,APL-2026-003669,2026-05-14 08:45:00,Intake,Appeal Received,TM-07,Intake Specialist,,1
EVT-0032496,APL-2026-003669,2026-05-18 14:38:00,Intake,Intake Logged,TM-07,Intake Specialist,,2
EVT-0032497,APL-2026-003669,2026-05-18 11:15:00,Validation,Validation Completed,TM-07,Intake Specialist,,3
EVT-0032498,APL-2026-003669,2026-05-18 13:00:00,Classification,Type Assigned,TM-07,Intake Supervisor,,4
EVT-0032499,APL-2026-003669,2026-05-19 13:30:00,Routing,Routed to Team,TM-07,Intake Supervisor,,5
EVT-0032500,APL-2026-003669,2026-05-19 10:00:00,Review,Review Started,TM-07,Reviewer,,6
EVT-0032501,APL-2026-003669,2026-05-20 16:45:00,Decision,Decision: Upheld,TM-07,Reviewer,,7
EVT-0032502,APL-2026-003669,2026-05-20 14:45:00,Closure,Case Closed,TM-07,Reporting Analyst,,8
EVT-0032503,APL-2026-003670,2026-03-01 14:38:00,Intake,Appeal Received,TM-04,Intake Specialist,,1
EVT-0032504,APL-2026-003670,2026-03-03 11:07:00,Intake,Intake Logged,TM-04,Intake Specialist,,2
EVT-0032505,APL-2026-003670,2026-03-03 08:07:00,Validation,Validation Failed,TM-04,Intake Specialist,RC-02,3
EVT-0032506,APL-2026-003670,2026-03-03 14:15:00,Classification,Type Assigned,TM-04,Intake Supervisor,,4
EVT-0032507,APL-2026-003670,2026-03-04 15:38:00,Routing,Routed to Team,TM-04,Intake Supervisor,,5
EVT-0032508,APL-2026-003670,2026-03-04 16:38:00,Review,Review Started,TM-04,Reviewer,,6
EVT-0032509,APL-2026-003670,2026-03-05 15:45:00,Decision,Decision: Overturned,TM-04,Reviewer,,7
EVT-0032510,APL-2026-003670,2026-03-05 08:45:00,Closure,Case Closed,TM-04,Reporting Analyst,,8
EVT-0032511,APL-2026-003671,2026-06-30 14:30:00,Intake,Appeal Received,TM-03,Intake Specialist,,1
EVT-0032512,APL-2026-003671,2026-06-30 15:38:00,Intake,Intake Logged,TM-03,Intake Specialist,,2
EVT-0032513,APL-2026-003671,2026-06-30 10:00:00,Validation,Validation Completed,TM-03,Intake Specialist,,3
EVT-0032514,APL-2026-003671,2026-06-30 13:38:00,Classification,Type Assigned,TM-03,Intake Supervisor,,4
EVT-0032515,APL-2026-003671,2026-06-30 13:52:00,Routing,Routed to Team,TM-03,Intake Supervisor,,5
EVT-0032516,APL-2026-003671,2026-06-30 13:52:00,Review,Review Started,TM-03,Reviewer,,6
EVT-0032517,APL-2026-003671,2026-07-01 15:00:00,Decision,Decision: Upheld,TM-03,Reviewer,,7
EVT-0032518,APL-2026-003671,2026-07-03 08:30:00,Closure,Case Closed,TM-03,Reporting Analyst,,8
EVT-0032519,APL-2026-003672,2026-01-21 14:52:00,Intake,Appeal Received,TM-03,Intake Specialist,,1
EVT-0032520,APL-2026-003672,2026-01-21 17:00:00,Intake,Intake Logged,TM-03,Intake Specialist,,2
EVT-0032521,APL-2026-003672,2026-01-21 11:07:00,Validation,Validation Failed,TM-03,Intake Specialist,RC-02,3
EVT-0032522,APL-2026-003672,2026-01-21 17:22:00,Classification,Type Assigned,TM-03,Intake Supervisor,,4
EVT-0032523,APL-2026-003672,2026-01-23 13:22:00,Routing,Routed to Team,TM-03,Intake Supervisor,,5
EVT-0032524,APL-2026-003672,2026-01-23 08:45:00,Review,Review Started,TM-03,Reviewer,,6
EVT-0032525,APL-2026-003672,2026-01-26 08:45:00,Information Request,Information Requested,TM-03,Reviewer,RC-05,7
EVT-0032526,APL-2026-003672,2026-01-30 17:00:00,Information Request,Information Received,TM-03,Reviewer,RC-05,8
EVT-0032527,APL-2026-003672,2026-02-05 10:07:00,Decision,Decision: Upheld,TM-03,Reviewer,,9
EVT-0032528,APL-2026-003672,2026-02-05 08:22:00,Closure,Case Closed,TM-03,Reporting Analyst,,10
EVT-0032529,APL-2026-003673,2026-02-02 10:30:00,Intake,Appeal Received,TM-04,Intake Specialist,,1
EVT-0032530,APL-2026-003673,2026-02-03 13:00:00,Intake,Intake Logged,TM-04,Intake Specialist,,2
EVT-0032531,APL-2026-003673,2026-02-03 16:07:00,Validation,Validation Completed,TM-04,Intake Specialist,,3
EVT-0032532,APL-2026-003673,2026-02-03 16:45:00,Classification,Type Assigned,TM-04,Intake Supervisor,,4
EVT-0032533,APL-2026-003673,2026-02-09 16:30:00,Routing,Routed to Team,TM-04,Intake Supervisor,,5
EVT-0032534,APL-2026-003673,2026-02-10 14:52:00,Review,Review Started,TM-04,Reviewer,,6
EVT-0032535,APL-2026-003673,2026-02-18 17:38:00,Decision,Decision: Upheld,TM-04,Reviewer,,7
EVT-0032536,APL-2026-003673,2026-02-18 15:22:00,Closure,Case Closed,TM-04,Reporting Analyst,,8
EVT-0032537,APL-2026-003674,2026-07-12 12:07:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0032538,APL-2026-003674,2026-07-12 08:45:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0032539,APL-2026-003674,2026-07-12 17:30:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0032540,APL-2026-003674,2026-07-12 14:15:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0032541,APL-2026-003674,2026-07-13 14:07:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0032542,APL-2026-003674,2026-07-13 12:38:00,Routing,Routing Error Identified,TM-01,Intake Supervisor,RC-04,6
EVT-0032543,APL-2026-003674,2026-07-13 12:22:00,Review,Review Started,TM-02,Reviewer,,7
EVT-0032544,APL-2026-003674,2026-07-14 16:22:00,Routing,Case Reassigned,TM-02,Intake Supervisor,RC-04,8
EVT-0032545,APL-2026-003674,2026-07-14 09:07:00,Escalation,Escalated,TM-06,Clinical Review Lead,RC-14,9
EVT-0032546,APL-2026-003674,2026-07-23 17:07:00,Decision,Decision: Overturned,TM-02,Reviewer,,10
EVT-0032547,APL-2026-003674,2026-07-23 08:15:00,Closure,Case Closed,TM-02,Reporting Analyst,,11
EVT-0032548,APL-2026-003675,2026-05-15 11:45:00,Intake,Appeal Received,TM-04,Intake Specialist,,1
EVT-0032549,APL-2026-003675,2026-05-18 16:30:00,Intake,Intake Logged,TM-04,Intake Specialist,,2
EVT-0032550,APL-2026-003675,2026-05-18 08:07:00,Validation,Validation Completed,TM-04,Intake Specialist,,3
EVT-0032551,APL-2026-003675,2026-05-18 08:38:00,Classification,Type Assigned,TM-04,Intake Supervisor,,4
EVT-0032552,APL-2026-003675,2026-05-19 08:30:00,Routing,Routed to Team,TM-04,Intake Supervisor,,5
EVT-0032553,APL-2026-003675,2026-05-20 17:15:00,Review,Review Started,TM-04,Reviewer,,6
EVT-0032554,APL-2026-003675,2026-05-21 16:30:00,Decision,Decision: Upheld,TM-04,Reviewer,,7
EVT-0032555,APL-2026-003675,2026-05-22 15:38:00,Closure,Case Closed,TM-04,Reporting Analyst,,8
EVT-0032556,APL-2026-003676,2026-07-08 16:30:00,Intake,Appeal Received,TM-04,Intake Specialist,,1
EVT-0032557,APL-2026-003676,2026-07-09 12:00:00,Intake,Intake Logged,TM-04,Intake Specialist,,2
EVT-0032558,APL-2026-003676,2026-07-09 14:15:00,Validation,Validation Completed,TM-04,Intake Specialist,,3
EVT-0032559,APL-2026-003676,2026-07-09 11:07:00,Classification,Type Assigned,TM-04,Intake Supervisor,,4
EVT-0032560,APL-2026-003676,2026-07-10 09:45:00,Routing,Routed to Team,TM-04,Intake Supervisor,,5
EVT-0032561,APL-2026-003676,2026-07-14 14:15:00,Review,Review Started,TM-04,Reviewer,,6
EVT-0032562,APL-2026-003676,2026-07-20 15:38:00,Decision,Decision: Overturned,TM-04,Reviewer,,7
EVT-0032563,APL-2026-003676,2026-07-20 15:07:00,Closure,Case Closed,TM-04,Reporting Analyst,,8
EVT-0032564,APL-2026-003677,2026-08-27 08:38:00,Intake,Appeal Received,TM-02,Intake Specialist,,1
EVT-0032565,APL-2026-003677,2026-08-27 12:30:00,Intake,Intake Logged,TM-02,Intake Specialist,,2
EVT-0032566,APL-2026-003677,2026-08-27 10:00:00,Validation,Validation Failed,TM-02,Intake Specialist,RC-02,3
EVT-0032567,APL-2026-003677,2026-08-27 11:52:00,Classification,Type Assigned,TM-02,Intake Supervisor,,4
EVT-0032568,APL-2026-003677,2026-08-28 08:45:00,Routing,Routed to Team,TM-02,Intake Supervisor,,5
EVT-0032569,APL-2026-003677,2026-08-31 10:45:00,Review,Review Started,TM-02,Reviewer,,6
EVT-0032570,APL-2026-003677,2026-09-01 14:07:00,Information Request,Information Requested,TM-02,Reviewer,RC-05,7
EVT-0032571,APL-2026-003677,2026-09-08 09:38:00,Escalation,Escalated,TM-06,Clinical Review Lead,RC-14,8
EVT-0032572,APL-2026-003677,2026-09-09 14:45:00,Information Request,Information Received,TM-02,Reviewer,RC-05,9
EVT-0032573,APL-2026-003677,2026-09-17 08:52:00,Decision,Decision: Upheld,TM-02,Reviewer,,10
EVT-0032574,APL-2026-003677,2026-09-17 08:52:00,Closure,Case Closed,TM-02,Reporting Analyst,,11
EVT-0032575,APL-2026-003678,2026-09-15 08:52:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0032576,APL-2026-003678,2026-09-16 11:30:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0032577,APL-2026-003678,2026-09-16 14:38:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0032578,APL-2026-003678,2026-09-16 13:00:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0032579,APL-2026-003678,2026-09-16 08:22:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0032580,APL-2026-003678,2026-09-16 11:30:00,Review,Review Started,TM-01,Reviewer,,6
EVT-0032581,APL-2026-003678,2026-09-21 09:15:00,Decision,Decision: Overturned,TM-01,Reviewer,,7
EVT-0032582,APL-2026-003678,2026-09-22 09:30:00,Closure,Case Closed,TM-01,Reporting Analyst,,8
EVT-0032583,APL-2026-003679,2026-07-23 10:22:00,Intake,Appeal Received,TM-04,Intake Specialist,,1
EVT-0032584,APL-2026-003679,2026-07-24 16:22:00,Intake,Intake Logged,TM-04,Intake Specialist,,2
EVT-0032585,APL-2026-003679,2026-07-24 16:22:00,Validation,Validation Completed,TM-04,Intake Specialist,,3
EVT-0032586,APL-2026-003679,2026-07-24 11:45:00,Classification,Type Assigned,TM-04,Intake Supervisor,,4
EVT-0032587,APL-2026-003679,2026-07-24 16:45:00,Routing,Routed to Team,TM-04,Intake Supervisor,,5
EVT-0032588,APL-2026-003679,2026-07-28 10:15:00,Review,Review Started,TM-04,Reviewer,,6
EVT-0032589,APL-2026-003679,2026-08-11 16:52:00,Decision,Decision: Upheld,TM-04,Reviewer,,7
EVT-0032590,APL-2026-003679,2026-08-11 09:30:00,Closure,Case Closed,TM-04,Reporting Analyst,,8
EVT-0032591,APL-2026-003680,2026-01-10 12:07:00,Intake,Appeal Received,TM-05,Intake Specialist,,1
EVT-0032592,APL-2026-003680,2026-01-12 13:15:00,Intake,Intake Logged,TM-05,Intake Specialist,,2
EVT-0032593,APL-2026-003680,2026-01-12 08:00:00,Validation,Validation Completed,TM-05,Intake Specialist,,3
EVT-0032594,APL-2026-003680,2026-01-12 12:00:00,Classification,Type Assigned,TM-05,Intake Supervisor,,4
EVT-0032595,APL-2026-003680,2026-01-13 16:52:00,Routing,Routed to Team,TM-05,Intake Supervisor,,5
EVT-0032596,APL-2026-003680,2026-01-15 10:15:00,Review,Review Started,TM-05,Reviewer,,6
EVT-0032597,APL-2026-003680,2026-01-20 10:15:00,Decision,Decision: Upheld,TM-05,Reviewer,,7
EVT-0032598,APL-2026-003680,2026-01-20 11:15:00,Closure,Case Closed,TM-05,Reporting Analyst,,8
EVT-0032599,APL-2026-003681,2026-01-10 12:07:00,Intake,Appeal Received,TM-04,Intake Specialist,,1
EVT-0032600,APL-2026-003681,2026-01-12 17:38:00,Intake,Intake Logged,TM-04,Intake Specialist,,2
EVT-0032601,APL-2026-003681,2026-01-12 12:15:00,Validation,Validation Completed,TM-04,Intake Specialist,,3
EVT-0032602,APL-2026-003681,2026-01-12 14:15:00,Classification,Type Assigned,TM-04,Intake Supervisor,,4
EVT-0032603,APL-2026-003681,2026-01-14 16:22:00,Routing,Routed to Team,TM-04,Intake Supervisor,,5
EVT-0032604,APL-2026-003681,2026-01-14 16:22:00,Review,Review Started,TM-04,Reviewer,,6
EVT-0032605,APL-2026-003681,2026-01-19 08:38:00,Decision,Decision: Overturned,TM-04,Reviewer,,7
EVT-0032606,APL-2026-003681,2026-01-20 09:00:00,Closure,Case Closed,TM-04,Reporting Analyst,,8
EVT-0032607,APL-2026-003682,2026-02-27 11:38:00,Intake,Appeal Received,TM-04,Intake Specialist,,1
EVT-0032608,APL-2026-003682,2026-02-27 12:52:00,Intake,Intake Logged,TM-04,Intake Specialist,,2
EVT-0032609,APL-2026-003682,2026-02-27 14:07:00,Validation,Validation Completed,TM-04,Intake Specialist,,3
